"Ping","Server","CPU Average / 30 sec","CPU Max","CPU Min","Memory Usage","%Ocupado C:","%Ocupado D:","%Ocupado E:","DiskQueue","3 TopProcess","3 TopProcessPercent","UpTime"
"GREENOK","XAPBSV3242P","34,20%","40,98%","25,15%","43.6%","C:68.58%","D:41.8%","E:70.14%","0","wfica32--javaw#32--javaw#16","24--20--12","0"
"GREENOK","XAPBSV3243P","15,48%","22,26%","8,96%","43.7%","C:69.84%","D:41.75%","E:71.24%","0","javaw#20--wfica32--javaw#2","23--11--7","0"
"GREENOK","XAPBSV3244P","56,71%","78,51%","47,44%","48.94%","C:68.62%","D:41.68%","E:69.31%","0","iexplore#20--javaw#18--javaw#36","100--82--41","0"
"GREENOK","XAPBSV3245P","56,29%","88,68%","40,47%","48.19%","C:68.69%","D:42.11%","E:70.46%","0","iexplore#32--iexplore#31--javaw#32","96--78--14","0"
"GREENOK","XAPBSV3246P","37,31%","57,27%","22,85%","50.61%","C:68.56%","D:41.67%","E:69.36%","0","javaw#34--javaw#30--javaw#14","87--39--18","0"
"GREENOK","XAPBSV3247P","35,84%","63,70%","18,16%","48.01%","C:68.54%","D:41.66%","E:69.74%","0","javaw#26--KC3600--iexplore#9","39--35--28","0"
"GREENOK","XAPBSV3248P","58,02%","67,77%","50,19%","47.62%","C:68.66%","D:41.63%","E:69.52%","0","iexplore#20--javaw#40--iexplore#28","75--75--26","0"
"GREENOK","XAPBSV3249P","45,04%","63,76%","31,03%","45.97%","C:68.92%","D:41.85%","E:71.37%","0","WINWORD--iexplore#1--javaw#42","94--82--11","0"
"GREENOK","XAPBSV3250P","39,12%","48,69%","29,77%","47.1%","C:69%","D:41.8%","E:71.27%","0","ABTelnetPRC#8--ab0100P#8--WinTCPInW#7","0--0--0","0"
"GREENOK","XAPBSV3251P","51,51%","70,72%","43,34%","50.48%","C:68.85%","D:41.79%","E:69.67%","0","iexplore#29--splwow64#11--iexplore#7","80--80--76","0"
"GREENOK","XAPBSV3252P","18,98%","32,40%","12,76%","43.96%","C:68.34%","D:41.85%","E:68.94%","0","javaw#6--javaw#18--UcMapi","31--11--11","0"
"GREENOK","XAPBSV3253P","19,25%","28,73%","9,98%","40.02%","C:68.03%","D:41.62%","E:69.3%","0","BrokerAgent--javaw#36--javaw#30","20--12--8","0"
"GREENOK","XAPBSV3254P","17,38%","27,21%","11,52%","45.86%","C:68.87%","D:41.86%","E:70.35%","0","CtxSvcHost#3--javaw#14--javaw#24","3--3--3","0"
"GREENOK","XAPBSV3255P","26,59%","38,34%","12,49%","42.41%","C:68.08%","D:41.72%","E:69%","0","dwm#8--wfshell#8--explorer#8","0--0--0","0"
"GREENOK","XAPBSV3256P","46,70%","68,83%","27,14%","46.83%","C:69.44%","D:41.79%","E:70.94%","0","ab0100P#8--iexplore#10--iexplore#11","0--0--0","0"
"GREENOK","XAPBSV3257P","29,58%","33,40%","24,03%","57.06%","C:69.7%","D:41.61%","E:70.43%","0","javaw#45--javaw#23--javaw#17","42--22--11","0"
"GREENOK","XAPBSV3258P","46,05%","66,60%","30,53%","55.38%","C:68.76%","D:41.65%","E:69.91%","0","splwow64#14--javaw#22--javaw#34","29--18--7","0"
"GREENOK","XAPBSV3259P","24,62%","38,86%","15,42%","52.87%","C:68.6%","D:41.96%","E:69.6%","0","iexplore#29--javaw#34--javaw#24","100--78--23","0"
"GREENOK","XAPBSV3260P","9,54%","12,70%","6,93%","49.7%","C:67.96%","D:41.69%","E:68.23%","0","javaw#34--javaw#38--javaw#2","11--7--7","0"
"GREENOK","XAPBSV3261P","37,07%","75,21%","14,57%","53.67%","C:68.31%","D:41.61%","E:69.7%","0","javaw#21--iexplore#16--lync#7","50--15--11","0"
"GREENOK","XAPBSV3262P","57,85%","76,00%","41,65%","57.88%","C:68.94%","D:41.74%","E:69.33%","0","javaw#10--iexplore#32--iexplore#40","100--87--84","0"
"GREENOK","XAPBSV3263P","31,68%","50,39%","18,75%","51.16%","C:67.88%","D:41.73%","E:69.18%","0","javaw#38--CT2000--javaw#10","100--83--53","0"
"GREENOK","XAPBSV3264P","36,35%","59,02%","21,87%","55.32%","C:69.59%","D:41.73%","E:71.03%","0","iexplore#33--wfica32--javaw#16","76--45--19","0"
"GREENOK","XAPBSV3366P","40,53%","60,96%","19,77%","46.71%","C:68.48%","D:41.77%","E:69.16%","0","iexplore#15--javaw#38--javaw#6","100--100--37","0"
"GREENOK","XAPBSV3367P","21,10%","32,23%","13,37%","45.04%","C:68.42%","D:41.85%","E:69.73%","0","javaw#30--javaw#46--javaw#16","71--55--35","0"
"GREENOK","XAPBSV3368P","33,78%","39,38%","23,83%","48.25%","C:68.66%","D:41.84%","E:70.1%","0","iexplore#22--iexplore#16--splwow64#10","95--91--36","0"
"GREENOK","XAPBSV3369P","26,99%","46,15%","13,88%","46.59%","C:68.61%","D:41.82%","E:69.84%","0","javaw#34--CtxSvcHost#3--javaw#6","18--14--11","0"
"GREENOK","XAPBSV3370P","40,31%","49,39%","33,04%","45.51%","C:69.07%","D:41.57%","E:70.77%","0","iexplore#10--javaw#14--javaw#30","78--11--11","0"
"GREENOK","XAPBSV3371P","28,03%","44,73%","18,75%","51.02%","C:69.27%","D:41.8%","E:70.46%","0","javaw#38--iexplore#27--javaw#10","40--11--7","0"
"GREENOK","XAPBSV3372P","20,71%","29,96%","9,18%","46.91%","C:68.88%","D:41.74%","E:70.2%","0","javaw#38--iexplore#11--AcroRd32#4","100--82--22","0"
"GREENOK","XAPBSV3373P","24,99%","34,76%","11,91%","44.13%","C:68.47%","D:41.69%","E:69.15%","0","javaw#14--OUTLOOK#1--javaw#6","39--19--11","0"
"GREENOK","XAPBSV3374P","59,75%","93,56%","32,03%","46.93%","C:68.47%","D:41.73%","E:69.49%","0","javaw#46--javaw#2--javaw#22","100--88--33","0"
"GREENOK","XAPBSV3375P","16,09%","23,71%","7,22%","46.58%","C:68.81%","D:41.73%","E:69.92%","0","iexplore#19--CtxSvcHost#3--iexplore#9","27--11--7","0"
"GREENOK","XAPBSV3376P","62,09%","80,10%","47,12%","49.23%","C:68.78%","D:41.91%","E:70.11%","0","iexplore#12--iexplore#30--iexplore#31","91--7--7","0"
"GREENOK","XAPBSV3377P","26,83%","39,45%","12,19%","38.5%","C:67.81%","D:41.54%","E:74.01%","0","javaw#18--javaw#28--javaw#8","100--4--4","0"
"GREENOK","XAPBSV3378P","45,96%","74,86%","20,61%","44.71%","C:68.76%","D:41.67%","E:71.09%","0","OSPPSVC--iexplore#13--wfica32","89--28--28","0"
"GREENOK","XAPBSV3379P","30,54%","45,17%","21,56%","45.38%","C:68.87%","D:41.79%","E:69.78%","0","OUTLOOK--wfica32--IeEmbed#8","35--23--23","0"
"GREENOK","XAPBSV3380P","30,45%","44,78%","14,73%","46.3%","C:68.78%","D:42.11%","E:70.74%","0","javaw#46--javaw#34--AB5000","100--7--7","0"
"GREENOK","XAPBSV3381P","37,91%","50,29%","27,93%","41.58%","C:68.5%","D:41.92%","E:69.51%","0","javaw#21--BrokerAgent--javaw","66--23--11","0"
"GREENOK","XAPBSV3382P","33,13%","50,58%","17,96%","47.69%","C:69.43%","D:41.96%","E:71.18%","0","wfica32--iexplore#3--UcMapi#6","14--11--11","0"
"GREENOK","XAPBSV3383P","40,48%","54,28%","29,85%","47.63%","C:68.74%","D:41.7%","E:69.52%","0","iexplore#31--javaw#19--javaw#34","83--37--30","0"
"GREENOK","XAPBSV3384P","62,23%","82,86%","48,63%","51.08%","C:68.93%","D:41.69%","E:69.84%","0","iexplore#20--iexplore#17--javaw#42","95--77--14","0"
"GREENOK","XAPBSV3385P","21,51%","32,98%","13,24%","46.37%","C:68.25%","D:41.9%","E:69.06%","0","javaw#44--javaw#6--UcMapi","88--12--12","0"
"GREENOK","XAPBSV3386P","29,85%","49,27%","17,78%","50.7%","C:68.59%","D:41.68%","E:69.62%","0","AB5000--javaw#30--iexplore#26","51--25--22","0"
"GREENOK","XAPBSV3387P","39,15%","50,05%","29,83%","46.85%","C:68.38%","D:41.73%","E:69.38%","0","iexplore#27--javaw#46--javaw#22","90--37--26","0"
"GREENOK","XAPBSV3388P","42,60%","58,92%","33,99%","48.03%","C:68.4%","D:42.1%","E:70.11%","0","dwm#8--wfshell#8--explorer#7","0--0--0","0"
"GREENOK","XAPBSV3389P","21,23%","33,13%","13,28%","47.52%","C:68.82%","D:42%","E:69.99%","0","javaw#38--javaw#18--javaw#42","19--11--11","0"
"GREENOK","XAPCOV0005P","25,31%","43,17%","15,81%","34.08%","C:68.82%","D:41.59%","E:41.9%","0","iexplore#31--iexplore#28--javaw#10","100--66--13","0"
"GREENOK","XAPCOV0006P","0,61%","1,95%","0,00%","7.95999999999999%","C:64.45%","D:41.71%","E:43.16%","0","ImaAdvanceSrv64--SemsService--WmiApSrv","0--0--0","1"
"GREENOK","XAPCOV0007P","18,96%","38,47%","4,29%","34.69%","C:68.59%","D:41.81%","E:41.72%","0","javaw#47--javaw#34--WinTCPInW#8","100--76--8","0"
"GREENOK","XAPCOV0008P","10,85%","20,71%","3,71%","33.93%","C:68.45%","D:41.73%","E:41.74%","0","javaw#15--javaw#4--WinTCPInW#3","95--58--4","0"
"GREENOK","XAPCOV0009P","38,66%","51,56%","27,93%","37.38%","C:70.15%","D:41.67%","E:42.8%","0","KX5000--UcMapi#6--winlogon#10","0--0--0","0"
"GREENOK","XAPCOV0010P","18,30%","23,91%","12,70%","32.77%","C:68.8%","D:42.14%","E:42.68%","0","javaw#38--iexplore#18--javaw#34","86--72--18","0"
"GREENOK","XAPCOV0011P","61,61%","69,95%","54,37%","38.28%","C:69.04%","D:41.79%","E:42.06%","0","iexplore#20--iexplore#33--javaw#10","100--77--73","0"
"GREENOK","XAPCOV0012P","18,59%","25,20%","10,04%","34.87%","C:68.75%","D:41.97%","E:41.9%","0","javaw#26--WinTCPInW#6--javaw#6","84--17--8","0"
"GREENOK","XAPCOV0013P","16,40%","27,88%","8,40%","31.28%","C:68.49%","D:41.71%","E:41.83%","0","iexplore#32--javaw#35--javaw#22","100--18--13","0"
"GREENOK","XAPCOV0014P","22,11%","47,85%","7,43%","37.73%","C:69.2%","D:41.86%","E:42.24%","0","javaw#18--explorer#6--WinTCPInW#4","52--4--4","0"
"GREENOK","XAPCOV0015P","0,94%","3,52%","0,00%","4.91%","C:63.98%","D:38.78%","E:32.1%","0","MSOIDSVC--CtxSvcHost#4--MSOIDSVCM","0--0--0","0"
"GREENOK","XAPCOV0016P","13,83%","21,95%","5,67%","35.71%","C:68.97%","D:41.86%","E:42.12%","0","CtxSvcHost--iexplore#5--javaw#30","8--4--4","0"
"GREENOK","XAPCOV0017P","11,91%","22,34%","4,88%","33.63%","C:68.46%","D:41.74%","E:42.42%","0","javaw#16--javaw#12--javaw","66--39--8","0"
"GREENOK","XAPCOV0018P","13,77%","32,42%","4,69%","32.03%","C:68.15%","D:41.81%","E:41.74%","0","javaw#14--javaw#26--javaw#18","13--9--9","0"
"GREENOK","XAPCOV0019P","11,44%","19,14%","5,46%","31.5%","C:68.68%","D:41.77%","E:43.05%","0","iexplore#25--iexplore#27--wfshell#4","98--53--8","0"
"GREENOK","XAPCOV0020P","11,29%","40,04%","2,74%","30.35%","C:67.94%","D:41.69%","E:40.89%","0","javaw#23--WINWORD--javaw#12","46--36--32","0"
"GREENOK","XAPCOV0021P","20,56%","29,95%","10,75%","34.02%","C:68.66%","D:41.78%","E:41.84%","0","iexplore#28--javaw#15--BossCalc","4--4--0","0"
"GREENOK","XAPCOV0022P","33,42%","43,36%","25,59%","33.62%","C:68.73%","D:41.62%","E:41.74%","0","javaw#8--javaw#46--iexplore#21","100--84--17","0"
"GREENOK","XAPCOV0023P","6,65%","13,68%","4,00%","32.05%","C:67.9%","D:41.68%","E:41.46%","0","explorer#9--javaw#41--OutlookEmbed365","4--4--4","0"
"GREENOK","xapcov0101p","12,32%","20,39%","6,93%","35.15%","C:68.58%","D:41.72%","E:41.76%","0","iexplore#23--OUTLOOK--UcMapi#5","28--8--8","0"
"GREENOK","xapcov0102p","23,75%","33,00%","12,49%","32.03%","C:68.28%","D:41.85%","E:41.89%","0","iexplore#24--javaw#2--OUTLOOK","77--12--12","0"
"GREENOK","xapcov0103p","20,38%","41,47%","9,96%","36.71%","C:68.8%","D:41.72%","E:42.01%","0","javaw#20--encsvc--CT2000","42--38--19","0"
"GREENOK","xapcov0104p","22,07%","39,18%","7,62%","39.85%","C:69.12%","D:41.68%","E:42.14%","0","javaw#22--javaw#2--iexplore#49","100--31--23","0"
"GREENOK","xapcov0105p","8,52%","25,58%","2,92%","33.89%","C:68.4%","D:41.69%","E:41.88%","0","javaw#2--iexplore#15--WinTCPInW","38--12--12","0"
"GREENOK","xapcov0106p","22,54%","35,67%","7,81%","36.27%","C:68.72%","D:41.9%","E:41.67%","0","javaw#26--javaw#6--javaw#18","98--90--19","0"
"GREENOK","xapcov0107p","20,70%","31,64%","13,87%","33.45%","C:68.41%","D:41.58%","E:41.46%","0","javaw#46--iexplore#10--javaw#28","71--20--12","0"
"GREENOK","xapcov0108p","25,36%","41,99%","15,43%","35.54%","C:68.88%","D:41.75%","E:42.33%","0","iexplore#35--iexplore#27--csrss#6","96--16--8","0"
"GREENOK","xapcov0109p","32,57%","49,21%","21,11%","33.71%","C:68.23%","D:41.65%","E:41.39%","0","javaw#25--iexplore#8--javaw#21","100--77--21","0"
"GREENOK","xapcov0110p","24,83%","35,61%","12,50%","36.09%","C:68.76%","D:41.74%","E:41.48%","0","javaw#32--iexplore#1--javaw#38","32--20--4","0"
"GREENOK","xapcov0112p","18,90%","29,30%","8,21%","32.75%","C:68.27%","D:41.58%","E:41.58%","0","javaw#40--javaw#2--javaw#26","35--13--13","0"
"GREENOK","xapcov0113p","51,39%","64,45%","30,15%","36.16%","C:69.04%","D:42.12%","E:42.3%","0","iexplore#31--javaw#20--javaw#26","100--70--12","0"
"GREENOK","xapcov0114p","12,62%","19,92%","7,89%","34.4%","C:69.34%","D:41.87%","E:42.48%","0","javaw#4--iexplore#26--javaw#10","96--16--12","0"
"GREENOK","xapcov0115p","11,66%","19,69%","4,59%","35.28%","C:68.82%","D:41.89%","E:41.51%","0","iexplore#18--AcroRd32#4--javaw#10","58--37--8","0"
"GREENOK","xapcov0116p","15,39%","25,08%","5,47%","36.38%","C:68.36%","D:41.71%","E:41.63%","0","iexplore#11--csrss#11--winlogon#10","0--0--0","0"
"GREENOK","xapcov0117p","8,70%","23,81%","3,32%","32%","C:68.81%","D:41.84%","E:42.2%","0","javaw#14--AuthManSvr#1--javaw#26","4--4--4","0"
"GREENOK","xapcov0118p","5,50%","10,75%","2,93%","34.95%","C:68.66%","D:41.72%","E:41.6%","0","javaw#18--WinTCPInW#5--javaw#30","8--4--4","0"
"GREENOK","xapcov0119p","25,77%","36,64%","14,53%","32.02%","C:68.07%","D:41.47%","E:41.6%","0","iexplore#28--javaw#27--javaw#14","67--12--12","0"
"GREENOK","xapcov0120p","26,77%","42,00%","15,91%","34.55%","C:68.68%","D:41.74%","E:41.95%","0","iexplore#26--iexplore#34--javaw#30","52--21--8","0"
"GREENOK","xapcov0121p","7,04%","10,36%","4,20%","34.86%","C:68.65%","D:41.65%","E:41.51%","0","javaw#32--javaw#28--javaw#24","8--4--4","0"
"GREENOK","xapcov0122p","18,89%","30,86%","11,33%","33.29%","C:69.15%","D:41.57%","E:42.01%","0","iexplore#13--iexplore#17--iexplore#10","55--21--12","0"
"GREENOK","xapcov0123p","13,57%","24,21%","5,07%","31.81%","C:68.73%","D:41.82%","E:42.25%","0","javaw#26--iexplore#19--iexplore#1","100--13--4","0"
"GREENOK","xapcov0124p","8,77%","14,85%","2,93%","33.31%","C:69%","D:41.73%","E:42.2%","0","javaw#17--OutlookEmbed365--javaw#48","21--8--8","0"
"GREENOK","xapcov0125p","39,34%","61,72%","18,25%","35.43%","C:68.82%","D:41.74%","E:42.04%","0","AcroRd32#5--javaw#6--javaw#10","47--17--12","0"
"GREENOK","xapcov0126p","12,63%","26,05%","4,11%","32.26%","C:68.35%","D:41.84%","E:41.55%","0","javaw#14--javaw#32--javaw#28","8--8--4","0"
"GREENOK","xapcov0127p","15,21%","32,23%","7,71%","38.3%","C:68.74%","D:41.7%","E:41.73%","0","javaw#22--OutlookEmbed365--javaw#6","91--8--8","0"
"GREENOK","xapcov0128p","17,07%","30,92%","3,70%","31.89%","C:69.15%","D:41.65%","E:41.82%","0","iexplore#21--iexplore#26--javaw#32","12--12--4","0"
"GREENOK","xapcov0129p","22,48%","32,82%","12,11%","32.91%","C:68.33%","D:41.7%","E:41.39%","0","iexplore#25--javaw#41--iexplore#26","62--22--17","0"
"GREENOK","xapcov0130p","13,70%","23,98%","3,71%","30.3%","C:68.55%","D:41.68%","E:41.7%","0","javaw#22--javaw#45--lync#11","58--46--12","0"
"GREENOK","xapcov0131p","7,98%","17,25%","3,11%","31.31%","C:68.35%","D:41.57%","E:41.6%","0","IC2000--CtxSvcHost#3--javaw#6","76--8--8","0"
"GREENOK","xapcov0132p","30,66%","39,37%","18,35%","33.7%","C:69.21%","D:41.85%","E:42.26%","0","PROTEOEclipse#8--javaw#32--DirectorComServer#8","0--0--0","0"
"GREENOK","xapcov0133p","35,34%","45,50%","26,90%","33.52%","C:68.89%","D:41.99%","E:42.04%","0","iexplore#17--javaw#4--javaw#10","100--16--12","0"
"GREENOK","xapcov0134p","54,47%","72,32%","42,38%","36.45%","C:68.76%","D:41.78%","E:41.92%","0","iexplore#5--iexplore#6--javaw#16","72--72--68","0"
"GREENOK","xapcov0135p","25,77%","51,76%","6,74%","33.09%","C:68.37%","D:41.85%","E:42.03%","0","javaw#17--javaw#30--lsass","98--13--4","0"
"GREENOK","xapcov0136p","24,32%","46,67%","8,63%","35.31%","C:68.98%","D:41.75%","E:41.98%","0","iexplore#6--lync#4--OUTLOOK","16--8--8","0"
"GREENOK","xapcov0137p","14,60%","22,44%","8,03%","33.07%","C:68.01%","D:41.71%","E:41.17%","0","javaw#4--javaw#14--javaw#18","88--12--8","0"
"GREENOK","xapcov0138p","26,97%","36,51%","19,51%","35.69%","C:69.3%","D:41.71%","E:42.38%","0","javaw#18--WinTCPInW#7--EXCEL","100--100--16","0"
"GREENOK","xapcov0139p","19,02%","36,53%","3,61%","34.1%","C:68.47%","D:41.9%","E:41.88%","0","iexplore#29--OutlookEmbed365#1--javaw#38","12--8--4","0"
"GREENOK","xapcov0140p","9,58%","22,34%","2,44%","36.39%","C:69.15%","D:41.75%","E:42.1%","0","iexplore#11--javaw#33--WinTCPInW#7","0--0--0","0"
"GREENOK","xapcov0141p","22,48%","35,42%","11,72%","35.07%","C:69.7%","D:41.73%","E:42.48%","0","iexplore#13--iexplore#4--UcMapi","70--16--8","0"
"GREENOK","xapcov0143p","10,03%","22,25%","4,29%","34.58%","C:69.45%","D:41.63%","E:42.22%","0","iexplore#33--javaw#18--lsass","12--8--4","0"
"GREENOK","xapcov0144p","27,11%","34,83%","19,22%","36.65%","C:69.08%","D:41.82%","E:42.07%","0","javaw#24--iexplore#5--javaw#16","58--54--16","0"
"GREENOK","XAPISV3000P","15,34%","22,07%","8,99%","50.43%","C:69.17%","D:41.79%","E:70.24%","0","javaw#2--javaw#14--javaw#10","13--8--8","0"
"GREENOK","XAPISV3001P","30,63%","46,29%","18,82%","47.81%","C:68.73%","D:41.84%","E:70.15%","0","javaw#12--javaw#6--javaw#22","85--46--42","0"
"GREENOK","XAPISV3005P","17,01%","22,66%","12,38%","49.52%","C:68.78%","D:41.79%","E:69.79%","0","iexplore#17--lsass--iexplore#33","56--8--8","0"
"GREENOK","XAPISV3006P","7,30%","12,30%","3,80%","46.38%","C:68.59%","D:41.52%","E:70.72%","0","iexplore#29--javaw#2--splwow64#2","9--4--0","0"
"GREENOK","XAPISV3007P","11,29%","20,90%","6,45%","49.51%","C:69.1%","D:41.94%","E:70.31%","0","javaw#20--iexplore#31--splwow64#3","17--4--0","0"
"GREENOK","XAPISV3008P","10,61%","22,54%","4,11%","48.47%","C:68.67%","D:41.82%","E:70%","0","iexplore#28--iexplore#9--OUTLOOK","30--26--8","0"
"GREENOK","XAPISV3009P","34,95%","45,56%","25,86%","52.22%","C:68.98%","D:41.65%","E:69.74%","0","iexplore#27--iexplore#24--javaw#14","78--70--26","0"
"GREENOK","XAPISV3010P","12,35%","36,14%","5,56%","45.86%","C:68.79%","D:41.75%","E:69.88%","0","explorer#8--StatusTray#8--ReconnAct#8","0--0--0","0"
"GREENOK","XAPISV3014P","10,77%","16,49%","6,06%","50.69%","C:68.72%","D:41.64%","E:74.83%","0","javaw#35--WinTCPInW#8--csrss#11","0--0--0","0"
"GREENOK","XAPISV3015P","22,66%","40,69%","8,60%","47.95%","C:68.91%","D:41.78%","E:70.5%","0","PDFPrint--javaw#46--javaw#24","100--52--13","0"
"GREENOK","XAPISV3037P","17,94%","24,47%","12,95%","44.17%","C:68.8%","D:41.73%","E:70.09%","0","iexplore#1--csrss#6--javaw#42","28--8--8","0"
"GREENOK","XAPISV3038P","30,93%","35,15%","23,03%","48.89%","C:68.76%","D:41.73%","E:69.64%","0","iexplore#19--OutlookEmbed365--javaw#10","70--7--7","0"
"GREENOK","XAPISV3039P","33,39%","70,70%","12,77%","44.11%","C:68.45%","D:41.84%","E:70.21%","0","AppVStreamingUX#8--VDARedirector#8--dwm#8","0--0--0","0"
"GREENOK","XAPISV3040P","18,68%","28,33%","8,39%","45.19%","C:68.59%","D:41.73%","E:69.37%","0","CT2000--OUTLOOK--lsass","20--16--12","0"
"GREENOK","XAPISV3065P","50,44%","72,69%","32,96%","49.42%","C:68.74%","D:41.66%","E:69.43%","0","iexplore#12--javaw#14--javaw#24","77--14--11","0"
"GREENOK","XAPISV3066P","28,12%","42,49%","15,20%","48.96%","C:68.57%","D:41.84%","E:69.43%","0","wfica32--tibemsd--javaw#41","14--14--10","0"
"GREENOK","XAPISV3067P","53,85%","69,56%","36,38%","49.61%","C:68.68%","D:41.59%","E:70.41%","0","iexplore#26--EXB700--EXB600#1","83--72--18","0"
"GREENOK","XAPISV3068P","25,36%","36,91%","13,08%","47.97%","C:69.36%","D:42.06%","E:70.84%","0","javaw#23--javaw#44--javaw#28","100--26--11","0"
"GREENOK","XAPISV3069P","38,44%","62,50%","19,60%","44.38%","C:68.76%","D:41.64%","E:70.53%","0","iexplore#26--lync#7--javaw#14","31--27--7","0"
"GREENOK","XAPISV3070P","26,57%","41,01%","14,33%","47.78%","C:68.48%","D:41.6%","E:70.27%","0","javaw#2--javaw#24--javaw#44","11--7--7","0"
"GREENOK","XAPISV3071P","40,85%","58,99%","18,56%","50.38%","C:69.32%","D:41.69%","E:70.21%","0","SG4200--javaw#40--javaw#22","93--78--35","0"
"GREENOK","XAPISV3072P","58,66%","76,02%","45,03%","50.78%","C:68.94%","D:41.73%","E:69.52%","0","iexplore#25--javaw#44--javaw#38","100--100--100","0"
"GREENOK","XAPISV3073P","60,28%","79,12%","40,05%","50.19%","C:69.17%","D:41.65%","E:69.97%","0","iexplore#19--iexplore#26--javaw#46","99--84--47","0"
"GREENOK","XAPISV3074P","38,49%","63,50%","15,80%","46.17%","C:68.85%","D:41.71%","E:69.71%","0","javaw#44--javaw#16--iexplore#29","100--89--10","0"
"GREENOK","XAPISV3075P","28,77%","45,50%","9,63%","47.27%","C:68.95%","D:41.8%","E:70.73%","0","iexplore#19--iexplore#9--AcroRd32#3","70--35--23","0"
"GREENOK","XAPISV3076P","37,44%","60,39%","25,07%","45.02%","C:69.06%","D:41.73%","E:70.9%","0","javaw#22--IeEmbed#1--javaw#15","71--46--17","0"
"GREENOK","XAPISV3077P","32,43%","54,32%","15,08%","43.81%","C:68.54%","D:41.78%","E:70.48%","0","javaw#20--calc--javaw#21","42--30--15","0"
"GREENOK","XAPISV3078P","29,22%","49,02%","11,78%","47.09%","C:69.01%","D:41.75%","E:70.11%","0","javaw#37--javaw#7--javaw#35","24--13--13","0"
"GREENOK","XAPISV3079P","48,33%","65,89%","34,06%","45.16%","C:69.16%","D:41.75%","E:70.33%","0","iexplore#18--iexplore#1--javaw#14","100--83--21","0"
"GREENOK","XAPISV3080P","37,47%","55,92%","19,45%","50.48%","C:68.8%","D:41.87%","E:69.98%","0","javaw#7--javaw#34--javaw#4","71--46--31","0"
"GREENOK","XAPISV3081P","90,45%","100,00%","70,45%","47.45%","C:69.33%","D:41.65%","E:71.35%","0","iexplore#10--javaw#38--iexplore#26","100--92--85","0"
"GREENOK","XAPISV3082P","46,46%","63,14%","32,53%","49.9%","C:68.97%","D:41.65%","E:69.49%","0","javaw#36--javaw#7--javaw#10","48--36--14","0"
"GREENOK","XAPISV3083P","50,63%","73,83%","37,11%","47.72%","C:83.87%","D:41.6%","E:82.61%","0","iexplore#1--iexplore#20--iexplore#35","78--52--18","0"
"GREENOK","XAPISV3084P","49,90%","58,91%","40,88%","49.55%","C:69.21%","D:41.86%","E:70.26%","0","iexplore#42--iexplore#26--javaw","94--43--29","0"
"GREENOK","XAPISV3085P","77,79%","91,83%","60,23%","48.88%","C:68.76%","D:41.77%","E:69.9%","0","javaw#24--javaw#49--javaw#2","100--100--96","0"
"GREENOK","XAPISV3086P","50,68%","71,09%","31,95%","45.78%","C:68.17%","D:41.64%","E:69.12%","0","javaw#45--javaw#26--javaw#11","86--11--7","0"
"GREENOK","XAPISV3087P","21,19%","31,64%","10,35%","41.32%","C:68.47%","D:41.65%","E:70.77%","0","javaw#10--javaw#41--UcMapi#1","12--8--8","0"
"GREENOK","XAPISV3088P","46,54%","72,49%","33,99%","48.24%","C:68.6%","D:41.92%","E:69.7%","0","AppVStreamingUX#8--VDARedirector#8--dwm#8","0--0--0","0"
"GREENOK","XAPISV3089P","19,51%","30,21%","8,39%","47.85%","C:68.65%","D:41.87%","E:70.58%","0","iexplore#21--javaw#10--javaw#22","29--12--12","0"
"GREENOK","XAPISV3090P","11,47%","21,37%","4,30%","46.3%","C:69.2%","D:41.87%","E:70.41%","0","iexplore#16--javaw#21--javaw#16","28--12--12","0"
"GREENOK","XAPISV3091P","23,55%","38,92%","8,98%","47.98%","C:68.6%","D:41.73%","E:69.63%","0","iexplore#32--javaw#13--javaw#27","100--16--8","0"
"GREENOK","XAPISV3092P","23,97%","38,84%","14,42%","44.96%","C:69.07%","D:41.78%","E:70.57%","0","EXCEL#2--javaw#34--javaw#10","28--12--12","0"
"GREENOK","XAPISV3093P","25,11%","35,35%","8,40%","47.41%","C:68.69%","D:41.77%","E:69.48%","0","wfica32--javaw#4--iexplore#33","46--42--38","0"
"GREENOK","XAPISV3094P","38,88%","67,80%","14,64%","48.92%","C:68.67%","D:41.68%","E:69.64%","0","splwow64#13--iexplore#28--javaw#26","89--22--14","0"
"GREENOK","XAPISV3095P","28,80%","41,08%","20,13%","51.83%","C:68.51%","D:41.79%","E:68.6%","0","javaw#36--javaw#6--javaw#24","72--53--19","0"
"GREENOK","XAPISV3096P","29,87%","37,90%","22,10%","48.28%","C:70.19%","D:41.96%","E:71.41%","0","javaw#2--javaw#22--javaw#18","66--38--21","0"
"GREENOK","XAPISV3097P","14,00%","21,10%","8,62%","46.11%","C:68.79%","D:41.7%","E:70.67%","0","EXCEL#1--javaw#25--javaw#10","8--8--8","0"
"GREENOK","XAPISV3098P","58,36%","78,15%","47,76%","47.65%","C:69.14%","D:41.84%","E:71.5%","0","iexplore#20--javaw#14--iexplore#34","71--59--55","0"
"GREENOK","XAPISV3099P","47,67%","69,00%","29,91%","49.17%","C:68.59%","D:41.64%","E:69.41%","0","UcMapi#3--javaw#33--javaw#34","0--0--0","0"
"GREENOK","XAPISV3100P","19,95%","33,53%","10,16%","48.75%","C:68.77%","D:41.82%","E:69.42%","0","IeEmbed#1--javaw#44--javaw#10","11--11--7","0"
