"Ping","Server","CPU Average / 30 sec","CPU Max","CPU Min","Memory Usage","%Ocupado C:","%Ocupado D:","%Ocupado E:","DiskQueue","3 TopProcess","3 TopProcessPercent","UpTime"
"GREENOK","XAPBSV3030P","19,46%","30,93%","12,31%","51.06%","C:69.42%","D:41.91%","E:70.62%","0","javaw#8--javaw#14--WinTCPInW#1","68--25--17","0"
"GREENOK","XAPBSV3031P","19,07%","31,83%","10,24%","46.59%","C:68.58%","D:41.78%","E:69.93%","0","javaw#16--javaw#30--OUTLOOK","99--73--8","0"
"GREENOK","XAPBSV3033P","45,82%","58,52%","36,20%","45.45%","C:69.16%","D:42.27%","E:70.95%","0","PROTEOEclipse#8--javaw#32--DirectorComServer#8","0--0--0","0"
"GREENOK","XAPBSV3034P","36,98%","75,83%","18,45%","47.35%","C:68.63%","D:41.84%","E:69.64%","0","javaw#34--javaw#10--javaw#38","100--100--14","0"
"GREENOK","XAPBSV3035P","47,98%","62,76%","33,97%","49.45%","C:68.7%","D:41.75%","E:69.96%","0","javaw#38--iexplore#5--javaw#2","77--18--11","0"
"GREENOK","XAPBSV3036P","25,39%","47,18%","16,87%","41.45%","C:68.41%","D:41.74%","E:69.85%","0","javaw#16--wfica32--javaw#6","32--20--12","0"
"GREENOK","XAPBSV3037P","15,80%","35,74%","6,15%","46.33%","C:68.92%","D:41.7%","E:69.5%","0","javaw#14--javaw#10--javaw#16","95--15--7","0"
"GREENOK","XAPBSV3038P","38,30%","49,85%","22,73%","48.39%","C:68.93%","D:41.96%","E:69.97%","0","PDFPrint--IeEmbed#9--javaw#10","100--7--7","0"
"GREENOK","XAPBSV3039P","40,59%","57,47%","26,05%","46.99%","C:69.21%","D:41.73%","E:70.48%","0","OSPPSVC--javaw#14--iexplore#7","99--80--49","0"
"GREENOK","XAPBSV3040P","71,32%","86,15%","58,87%","48.75%","C:68.52%","D:41.81%","E:69.91%","0","javaw#32--iexplore#6--javaw#20","96--90--41","0"
"GREENOK","XAPBSV3041P","37,50%","44,82%","29,55%","51.53%","C:68.88%","D:41.96%","E:69.49%","0","iexplore#38--javaw#6--javaw#26","78--7--7","0"
"GREENOK","XAPBSV3042P","33,56%","45,89%","18,94%","48.13%","C:68.38%","D:41.66%","E:69.34%","0","iexplore#11--javaw#34--javaw#18","59--14--11","0"
"GREENOK","XAPBSV3043P","23,22%","49,62%","9,87%","46.15%","C:68.48%","D:41.79%","E:68.76%","0","splwow64#13--iexplore#12--UcMapi#6","44--14--11","0"
"GREENOK","XAPBSV3044P","21,92%","30,54%","15,71%","50.85%","C:71.17%","D:41.89%","E:72.66%","0","javaw#2--iexplore#19--iexplore#27","79--68--30","0"
"GREENOK","XAPBSV3045P","29,35%","50,16%","13,19%","47.82%","C:68.61%","D:41.86%","E:69.69%","0","javaw#16--javaw#29--javaw#32","33--11--7","0"
"GREENOK","XAPBSV3046P","53,35%","70,01%","37,56%","49.37%","C:69.08%","D:41.7%","E:70.1%","0","javaw#35--WinTCPInW#8--iexplore#12","0--0--0","0"
"GREENOK","XAPBSV3047P","51,47%","65,24%","26,37%","49%","C:68.73%","D:41.76%","E:69.39%","0","iexplore#11--javaw#16--javaw#22","46--32--21","0"
"GREENOK","XAPBSV3048P","34,42%","46,59%","15,62%","49.07%","C:68.61%","D:41.92%","E:70.27%","0","iexplore#19--OUTLOOK--javaw#46","18--18--18","0"
"GREENOK","XAPBSV3049P","20,02%","26,36%","16,56%","47.88%","C:68.84%","D:41.82%","E:69.89%","0","iexplore#8--javaw#42--csrss#3","30--3--3","0"
"GREENOK","XAPBSV3050P","72,42%","89,48%","59,74%","44.41%","C:68.16%","D:41.6%","E:68.54%","0","splwow64#5--iexplore#19--iexplore#21","86--83--79","0"
"GREENOK","XAPBSV3051P","47,89%","60,19%","33,95%","48.18%","C:69.32%","D:42%","E:70.99%","0","iexplore#34--javaw#24--javaw#2","100--92--18","0"
"GREENOK","XAPBSV3052P","64,81%","74,63%","46,98%","49.14%","C:69.03%","D:41.91%","E:70.83%","0","iexplore#1--iexplore#22--iexplore#18","100--80--76","0"
"GREENOK","XAPBSV3053P","35,17%","51,09%","19,88%","50.6%","C:68.87%","D:41.67%","E:69.49%","0","iexplore#5--javaw--javaw#16","25--14--11","0"
"GREENOK","XAPBSV3054P","77,72%","93,18%","65,69%","49.2%","C:69.97%","D:41.84%","E:71.25%","0","winlogon#10--ssonsvr#9--lynchtmlconv#1","0--0--0","0"
"GREENOK","XAPBSV3055P","31,48%","43,03%","25,40%","48.28%","C:68.69%","D:41.81%","E:70.53%","0","iexplore#21--javaw#34--OutlookEmbed365","89--18--11","0"
"GREENOK","XAPBSV3056P","26,78%","42,64%","16,96%","45.66%","C:68.31%","D:41.83%","E:69.78%","0","csrss#10--winlogon#9--ssonsvr#8","0--0--0","0"
"GREENOK","XAPBSV3057P","54,28%","73,07%","36,77%","49.67%","C:68.58%","D:41.7%","E:69.28%","0","iexplore#25--iexplore#3--javaw#20","81--78--44","0"
"GREENOK","XAPBSV3058P","30,46%","49,81%","19,14%","45.08%","C:68.17%","D:41.9%","E:69.38%","0","csrss#10--winlogon#9--ssonsvr#8","0--0--0","0"
"GREENOK","XAPBSV3059P","29,66%","48,45%","19,35%","48.55%","C:68.95%","D:41.89%","E:70.52%","0","wfica32--javaw#6--iexplore#3","29--18--18","0"
"GREENOK","XAPBSV3060P","36,16%","53,40%","25,06%","49.19%","C:69%","D:41.76%","E:69.9%","0","javaw--javaw#38--javaw#42","100--33--14","0"
"GREENOK","XAPBSV3061P","29,30%","64,45%","12,49%","45.38%","C:68.58%","D:41.63%","E:69.52%","0","iexplore#31--javaw#7--javaw#42","100--95--73","0"
"GREENOK","XAPBSV3062P","31,12%","47,37%","19,81%","45.15%","C:68.56%","D:41.51%","E:69.59%","0","iexplore#7--iexplore#24--javaw#34","78--39--11","0"
"GREENOK","XAPBSV3063P","27,72%","36,16%","22,81%","49.91%","C:69.24%","D:41.67%","E:70.23%","0","iexplore#30--javaw#34--javaw#2","63--14--11","0"
"GREENOK","XAPBSV3064P","32,36%","60,58%","10,04%","45.75%","C:68.64%","D:41.66%","E:69.74%","0","OutlookEmbed365--javaw#28--javaw#6","23--15--7","0"
"GREENOK","XAPBSV3065P","66,94%","95,90%","52,44%","51.32%","C:69.17%","D:41.66%","E:70.36%","0","javaw#30--iexplore#32--iexplore#25","98--84--32","0"
"GREENOK","XAPBSV3066P","32,36%","54,10%","19,81%","47.31%","C:68.87%","D:42%","E:70.31%","0","javaw#34--javaw#38--javaw#32","100--51--33","0"
"GREENOK","XAPBSV3067P","33,63%","60,26%","14,23%","46.71%","C:68.48%","D:41.72%","E:69.74%","0","javaw#25--UcMapi--iexplore#24","15--15--15","0"
"GREENOK","XAPBSV3068P","34,12%","44,89%","28,35%","45.41%","C:68.74%","D:41.59%","E:70.51%","0","javaw#15--iexplore#13--csrss#11","52--41--15","0"
"GREENOK","XAPBSV3069P","37,51%","52,20%","28,91%","45.14%","C:68.68%","D:41.6%","E:69.74%","0","javaw#36--javaw#19--SelfService","100--85--27","0"
"GREENOK","XAPBSV3070P","31,71%","40,09%","11,99%","46.27%","C:68.65%","D:41.69%","E:69.48%","0","javaw#36--javaw#10--javaw#34","23--19--11","0"
"GREENOK","XAPBSV3071P","27,09%","46,00%","11,60%","46.15%","C:68.45%","D:41.82%","E:69.74%","0","javaw#20--javaw#2--javaw#45","11--11--7","0"
"GREENOK","XAPBSV3072P","36,50%","47,07%","21,87%","49.19%","C:68.83%","D:41.76%","E:70.12%","0","javaw#20--AcroRd32#7--javaw#36","85--67--50","0"
"GREENOK","XAPBSV3073P","21,33%","32,13%","14,47%","48.41%","C:69.04%","D:41.96%","E:70.41%","0","javaw#26--iexplore#23--OutlookEmbed365#3","34--19--7","0"
"GREENOK","XAPBSV3074P","72,63%","98,28%","42,18%","47.78%","C:69.27%","D:41.85%","E:70.52%","0","iexplore#22--iexplore#21--javaw#46","79--79--45","0"
"GREENOK","XAPBSV3075P","32,79%","39,88%","23,37%","45.32%","C:68.56%","D:41.88%","E:69.52%","0","iexplore#13--iexplore#17--javaw#4","81--30--23","0"
"GREENOK","XAPBSV3076P","38,53%","55,69%","24,78%","49.05%","C:68.6%","D:41.87%","E:69.84%","0","javaw#14--iexplore#33--javaw#2","100--79--22","0"
"GREENOK","XAPBSV3077P","25,75%","42,30%","16,21%","46.57%","C:68.22%","D:41.66%","E:69.21%","0","javaw#19--javaw#30--iexplore#25","23--15--7","0"
"GREENOK","XAPBSV3078P","46,95%","63,94%","29,36%","46.03%","C:69.55%","D:41.91%","E:71.4%","0","javaw#16--iexplore#25--javaw#24","100--100--50","0"
"GREENOK","XAPBSV3079P","44,90%","67,19%","31,64%","51.78%","C:69.07%","D:41.74%","E:70.36%","0","javaw#30--UcMapi--IeEmbed#7","100--10--10","0"
"GREENOK","XAPBSV3080P","30,89%","47,03%","15,62%","46.91%","C:68.91%","D:41.85%","E:69.89%","0","javaw#23--javaw#4--javaw#26","49--45--18","0"
"GREENOK","XAPBSV3081P","36,22%","55,08%","19,72%","48.34%","C:69.08%","D:41.65%","E:70.04%","0","iexplore#7--iexplore#21--javaw#38","47--40--21","0"
"GREENOK","XAPBSV3082P","37,28%","44,40%","30,85%","40.48%","C:68.2%","D:41.57%","E:68.59%","0","iexplore#18--javaw#6--javaw#2","100--12--8","0"
"GREENOK","XAPBSV3083P","40,80%","65,44%","19,29%","44.78%","C:68.3%","D:41.82%","E:69.32%","0","CtxSvcHost#3--IeEmbed#7--winlogon#9","12--8--8","0"
"GREENOK","XAPBSV3084P","42,99%","56,45%","29,37%","41.79%","C:69.03%","D:41.99%","E:72.34%","0","iexplore#24--OUTLOOK#1--javaw#6","97--93--19","0"
"GREENOK","XAPBSV3085P","62,96%","86,95%","40,66%","50.11%","C:69.23%","D:41.74%","E:70.4%","0","iexplore#29--javaw#42--javaw#10","76--73--24","0"
"GREENOK","XAPBSV3086P","69,85%","89,65%","56,05%","55.26%","C:69.51%","D:41.86%","E:70.97%","0","iexplore#26--iexplore#21--iexplore#24","100--62--33","0"
"GREENOK","XAPBSV3087P","31,33%","40,04%","23,24%","45.73%","C:69.02%","D:41.71%","E:71.3%","0","javaw#17--UcMapi#5--javaw#5","100--15--11","0"
"GREENOK","XAPBSV3088P","53,48%","83,00%","27,96%","43.33%","C:68.9%","D:41.93%","E:74.83%","0","wfshell#8--explorer#8--StatusTray#8","0--0--0","0"
"GREENOK","XAPBSV3089P","26,27%","46,73%","16,48%","49.17%","C:68.69%","D:41.74%","E:70.1%","0","javaw#14--iexplore#38--wfica32","24--14--14","0"
"GREENOK","XAPBSV3090P","24,76%","31,90%","17,46%","46.72%","C:69.36%","D:41.81%","E:70.2%","0","iexplore#28--wfica32--javaw#34","36--11--7","0"
"GREENOK","XAPBSV3091P","23,32%","36,97%","12,06%","44.68%","C:68.53%","D:41.84%","E:69.69%","0","javaw#8--javaw#17--wfica32","49--26--11","0"
"GREENOK","XAPBSV3092P","25,10%","38,09%","16,41%","47.64%","C:68.47%","D:41.81%","E:69.6%","0","iexplore#30--UcMapi#8--javaw#8","18--11--11","0"
"GREENOK","XAPBSV3093P","18,81%","37,11%","8,38%","41.87%","C:68.27%","D:41.66%","E:69.47%","0","javaw#16--OUTLOOK#1--WinTCPInW#2","16--12--4","0"
